country,year,amount,gas
France,2000,2985.41,Perfluorocarbons
France,1999,4206.32,Perfluorocarbons
France,1998,3410.29,Perfluorocarbons
France,1997,2918.66,Perfluorocarbons
France,1996,2810.7,Perfluorocarbons
France,1995,3069.28,Perfluorocarbons
France,1994,4313.41,Perfluorocarbons
France,1993,4831.99,Perfluorocarbons
France,1992,4906.24,Perfluorocarbons
France,1991,4810.47,Perfluorocarbons
France,1990,5190.39,Perfluorocarbons
Germany,2014,234.23,Perfluorocarbons
Germany,2013,258.24,Perfluorocarbons
Germany,2012,242.2,Perfluorocarbons
Germany,2011,278.51,Perfluorocarbons
Germany,2010,345.37,Perfluorocarbons
Germany,2009,405.9,Perfluorocarbons
Germany,2008,566.0,Perfluorocarbons
Germany,2007,587.34,Perfluorocarbons
Germany,2006,668.47,Perfluorocarbons
Germany,2005,836.77,Perfluorocarbons
Germany,2004,977.4,Perfluorocarbons
Germany,2003,1015.53,Perfluorocarbons
Germany,2002,945.65,Perfluorocarbons
Germany,2001,869.6,Perfluorocarbons
Germany,2000,956.32,Perfluorocarbons
Germany,1999,1484.77,Perfluorocarbons
Germany,1998,1781.79,Perfluorocarbons
Germany,1997,1653.48,Perfluorocarbons
Germany,1996,2041.19,Perfluorocarbons
Germany,1995,2085.72,Perfluorocarbons
Germany,1994,1918.78,Perfluorocarbons
Germany,1993,2256.39,Perfluorocarbons
Germany,1992,2407.12,Perfluorocarbons
Germany,1991,2654.62,Perfluorocarbons
Germany,1990,3060.23,Perfluorocarbons
Greece,2014,134.63,Perfluorocarbons
Greece,2013,172.56,Perfluorocarbons
Greece,2012,147.77,Perfluorocarbons
Greece,2011,110.53,Perfluorocarbons
Greece,2010,129.44,Perfluorocarbons
Greece,2009,91.35,Perfluorocarbons
Greece,2008,118.95,Perfluorocarbons
Greece,2007,103.04,Perfluorocarbons
Greece,2006,87.21,Perfluorocarbons
Greece,2005,91.51,Perfluorocarbons
Greece,2004,87.86,Perfluorocarbons
Greece,2003,89.28,Perfluorocarbons
Greece,2002,88.29,Perfluorocarbons
Greece,2001,84.1,Perfluorocarbons
Greece,2000,122.26,Perfluorocarbons
Greece,1999,105.31,Perfluorocarbons
Greece,1998,155.48,Perfluorocarbons
Greece,1997,125.64,Perfluorocarbons
Greece,1996,53.73,Perfluorocarbons
Greece,1995,62.85,Perfluorocarbons
Greece,1994,70.31,Perfluorocarbons
Greece,1993,112.94,Perfluorocarbons
Greece,1992,187.74,Perfluorocarbons
Greece,1991,191.19,Perfluorocarbons
Greece,1990,190.26,Perfluorocarbons
Hungary,2014,1.96,Perfluorocarbons
Hungary,2013,1.69,Perfluorocarbons
Hungary,2012,1.72,Perfluorocarbons
Hungary,2011,2.16,Perfluorocarbons
Hungary,2010,1.52,Perfluorocarbons
Hungary,2009,3.7,Perfluorocarbons
Hungary,2008,4.8,Perfluorocarbons
Hungary,2007,4.54,Perfluorocarbons
Hungary,2006,3.18,Perfluorocarbons
Hungary,2005,280.52,Perfluorocarbons
Hungary,2004,269.43,Perfluorocarbons
Hungary,2003,254.41,Perfluorocarbons
Hungary,2002,271.91,Perfluorocarbons
Hungary,2001,266.85,Perfluorocarbons
Hungary,2000,283.11,Perfluorocarbons
Hungary,1999,287.03,Perfluorocarbons
Hungary,1998,263.73,Perfluorocarbons
Hungary,1997,212.28,Perfluorocarbons
Hungary,1996,212.81,Perfluorocarbons
Hungary,1995,222.72,Perfluorocarbons
Hungary,1994,212.19,Perfluorocarbons
Hungary,1993,194.59,Perfluorocarbons
Hungary,1992,180.04,Perfluorocarbons
Hungary,1991,323.6,Perfluorocarbons
Hungary,1990,375.72,Perfluorocarbons
Iceland,2014,99.03,Perfluorocarbons
Iceland,2013,88.16,Perfluorocarbons
Iceland,2012,94.0,Perfluorocarbons
Iceland,2011,74.52,Perfluorocarbons
Iceland,2010,171.67,Perfluorocarbons
Iceland,2009,180.05,Perfluorocarbons
Iceland,2008,411.38,Perfluorocarbons
Iceland,2007,331.39,Perfluorocarbons
Iceland,2006,392.79,Perfluorocarbons
Iceland,2005,30.76,Perfluorocarbons
Iceland,2004,45.48,Perfluorocarbons
Iceland,2003,70.47,Perfluorocarbons
Iceland,2002,85.51,Perfluorocarbons
Iceland,2001,108.05,Perfluorocarbons
Iceland,2000,149.89,Perfluorocarbons
Iceland,1999,204.17,Perfluorocarbons
Iceland,1998,212.33,Perfluorocarbons
Iceland,1997,97.08,Perfluorocarbons
Iceland,1996,29.64,Perfluorocarbons
Iceland,1995,69.36,Perfluorocarbons
Iceland,1994,52.53,Perfluorocarbons
Iceland,1993,88.24,Perfluorocarbons
Iceland,1992,183.04,Perfluorocarbons
Iceland,1991,410.61,Perfluorocarbons
Iceland,1990,494.64,Perfluorocarbons
Ireland,2014,9.0,Perfluorocarbons
Ireland,2013,8.32,Perfluorocarbons
Ireland,2012,9.56,Perfluorocarbons
Ireland,2011,15.88,Perfluorocarbons
Ireland,2010,46.58,Perfluorocarbons
Ireland,2009,83.63,Perfluorocarbons
Ireland,2008,136.14,Perfluorocarbons
Ireland,2007,168.1,Perfluorocarbons
Ireland,2006,190.96,Perfluorocarbons
Ireland,2005,216.39,Perfluorocarbons
Ireland,2004,234.81,Perfluorocarbons
Ireland,2003,285.95,Perfluorocarbons
Ireland,2002,267.89,Perfluorocarbons
Ireland,2001,379.51,Perfluorocarbons
Ireland,2000,397.76,Perfluorocarbons
Ireland,1999,254.82,Perfluorocarbons
Ireland,1998,79.22,Perfluorocarbons
Ireland,1997,169.01,Perfluorocarbons
Ireland,1996,133.29,Perfluorocarbons
Ireland,1995,97.61,Perfluorocarbons
Ireland,1994,58.61,Perfluorocarbons
Ireland,1993,39.11,Perfluorocarbons
Ireland,1992,19.62,Perfluorocarbons
Ireland,1991,9.87,Perfluorocarbons
Ireland,1990,0.12,Perfluorocarbons
Italy,2014,1564.34,Perfluorocarbons
Italy,2013,1705.41,Perfluorocarbons
Italy,2012,1499.21,Perfluorocarbons
Italy,2011,1661.28,Perfluorocarbons
Italy,2010,1520.39,Perfluorocarbons
Italy,2009,1215.36,Perfluorocarbons
Italy,2008,1712.39,Perfluorocarbons
Italy,2007,1886.2,Perfluorocarbons
Italy,2006,1935.14,Perfluorocarbons
Italy,2005,1939.95,Perfluorocarbons
Italy,2004,1950.88,Perfluorocarbons
Italy,2003,1882.18,Perfluorocarbons
Italy,2002,1491.23,Perfluorocarbons
Italy,2001,1502.53,Perfluorocarbons
Italy,2000,1388.29,Perfluorocarbons
Italy,1999,1265.46,Perfluorocarbons
Italy,1998,1259.29,Perfluorocarbons
Italy,1997,1211.46,Perfluorocarbons
Italy,1996,1180.36,Perfluorocarbons
Italy,1995,1450.33,Perfluorocarbons
Italy,1994,1422.7,Perfluorocarbons
Italy,1993,1672.06,Perfluorocarbons
Italy,1992,1818.77,Perfluorocarbons
Italy,1991,2509.91,Perfluorocarbons
Italy,1990,2906.86,Perfluorocarbons
Japan,2014,3361.43,Perfluorocarbons
Japan,2013,3280.06,Perfluorocarbons
Japan,2012,3436.33,Perfluorocarbons
Japan,2011,3755.45,Perfluorocarbons
Japan,2010,4249.54,Perfluorocarbons
Japan,2009,4046.87,Perfluorocarbons
Japan,2008,5743.4,Perfluorocarbons
Japan,2007,7916.85,Perfluorocarbons
Japan,2006,8998.78,Perfluorocarbons
Japan,2005,8623.35,Perfluorocarbons
Japan,2004,9216.64,Perfluorocarbons
Japan,2003,8854.21,Perfluorocarbons
Japan,2002,9199.44,Perfluorocarbons
Japan,2001,9878.47,Perfluorocarbons
Japan,2000,11873.11,Perfluorocarbons
Japan,1999,13118.06,Perfluorocarbons
Japan,1998,16568.48,Perfluorocarbons
Japan,1997,19984.28,Perfluorocarbons
Japan,1996,18258.18,Perfluorocarbons
Japan,1995,17609.92,Perfluorocarbons
Japan,1994,13443.46,Perfluorocarbons
Japan,1993,10942.8,Perfluorocarbons
Japan,1992,7617.29,Perfluorocarbons
Japan,1991,7506.92,Perfluorocarbons
Japan,1990,6539.3,Perfluorocarbons
Liechtenstein,2014,0.04,Perfluorocarbons
Liechtenstein,2013,0.06,Perfluorocarbons
Liechtenstein,2012,0.06,Perfluorocarbons
Liechtenstein,2011,0.06,Perfluorocarbons
Liechtenstein,2010,0.07,Perfluorocarbons
Liechtenstein,2009,0.07,Perfluorocarbons
Liechtenstein,2008,0.08,Perfluorocarbons
Liechtenstein,2007,0.08,Perfluorocarbons
Liechtenstein,2006,0.08,Perfluorocarbons
Liechtenstein,2005,0.07,Perfluorocarbons
Liechtenstein,2004,0.05,Perfluorocarbons
Liechtenstein,2003,0.04,Perfluorocarbons
Liechtenstein,2002,0.02,Perfluorocarbons
Liechtenstein,2001,0.02,Perfluorocarbons
Liechtenstein,2000,0.01,Perfluorocarbons
Liechtenstein,1999,0.01,Perfluorocarbons
Liechtenstein,1998,0.0,Perfluorocarbons
Liechtenstein,1997,0.0,Perfluorocarbons
Liechtenstein,1996,0.0,Perfluorocarbons
Liechtenstein,1995,0.0,Perfluorocarbons
Liechtenstein,1994,0.0,Perfluorocarbons
Liechtenstein,1993,0.0,Perfluorocarbons
Liechtenstein,1992,0.0,Perfluorocarbons
Liechtenstein,1991,0.0,Perfluorocarbons
Malta,2014,0.0,Perfluorocarbons
Malta,2013,0.0,Perfluorocarbons
Malta,2012,0.0,Perfluorocarbons
Malta,2011,0.0,Perfluorocarbons
Malta,2010,0.0,Perfluorocarbons
Malta,2009,0.0,Perfluorocarbons
Malta,2008,0.0,Perfluorocarbons
Malta,2007,0.0,Perfluorocarbons
Monaco,2009,0.02,Perfluorocarbons
Monaco,2008,0.02,Perfluorocarbons
Monaco,2007,0.08,Perfluorocarbons
Monaco,2006,0.09,Perfluorocarbons
Monaco,2005,0.08,Perfluorocarbons
Monaco,2004,0.05,Perfluorocarbons
Monaco,2003,0.04,Perfluorocarbons
Monaco,2002,0.07,Perfluorocarbons
Monaco,2001,0.09,Perfluorocarbons
Netherlands,2014,93.21,Perfluorocarbons
Netherlands,2013,143.76,Perfluorocarbons
Netherlands,2012,188.45,Perfluorocarbons
Netherlands,2011,275.2,Perfluorocarbons
Netherlands,2010,313.77,Perfluorocarbons
Netherlands,2009,308.38,Perfluorocarbons
Netherlands,2008,328.27,Perfluorocarbons
Netherlands,2007,426.89,Perfluorocarbons
Netherlands,2006,351.24,Perfluorocarbons
Netherlands,2005,365.99,Perfluorocarbons
Netherlands,2004,370.48,Perfluorocarbons
Netherlands,2003,764.44,Perfluorocarbons
Netherlands,2002,2613.01,Perfluorocarbons
Netherlands,2001,1791.82,Perfluorocarbons
Netherlands,2000,1902.81,Perfluorocarbons
Netherlands,1999,1766.14,Perfluorocarbons
Netherlands,1998,2174.66,Perfluorocarbons
Netherlands,1997,2764.94,Perfluorocarbons
Netherlands,1996,2535.61,Perfluorocarbons
Netherlands,1995,2279.92,Perfluorocarbons
Netherlands,1994,2340.79,Perfluorocarbons
Netherlands,1993,2432.35,Perfluorocarbons
Netherlands,1992,2402.66,Perfluorocarbons
Netherlands,1991,2639.59,Perfluorocarbons
Netherlands,1990,2662.85,Perfluorocarbons
New Zealand,2014,73.41,Perfluorocarbons
New Zealand,2013,48.13,Perfluorocarbons
New Zealand,2012,47.46,Perfluorocarbons
New Zealand,2011,35.15,Perfluorocarbons
New Zealand,2010,47.39,Perfluorocarbons
New Zealand,2009,54.84,Perfluorocarbons
New Zealand,2008,45.12,Perfluorocarbons
New Zealand,2007,53.16,Perfluorocarbons
New Zealand,2006,101.83,Perfluorocarbons
New Zealand,2005,69.38,Perfluorocarbons
New Zealand,2004,102.87,Perfluorocarbons
New Zealand,2003,123.28,Perfluorocarbons
New Zealand,2002,79.23,Perfluorocarbons
New Zealand,2001,70.61,Perfluorocarbons
New Zealand,2000,67.61,Perfluorocarbons
New Zealand,1999,68.67,Perfluorocarbons
New Zealand,1998,116.95,Perfluorocarbons
New Zealand,1997,220.67,Perfluorocarbons
New Zealand,1996,261.32,Perfluorocarbons
New Zealand,1995,149.74,Perfluorocarbons
New Zealand,1994,186.18,Perfluorocarbons
New Zealand,1993,210.16,Perfluorocarbons
New Zealand,1992,461.88,Perfluorocarbons
New Zealand,1991,903.75,Perfluorocarbons
New Zealand,1990,909.93,Perfluorocarbons
Norway,2014,178.92,Perfluorocarbons
Norway,2013,181.04,Perfluorocarbons
Norway,2012,200.51,Perfluorocarbons
Norway,2011,262.64,Perfluorocarbons
Norway,2010,238.39,Perfluorocarbons
Norway,2009,438.35,Perfluorocarbons
Norway,2008,895.99,Perfluorocarbons
Norway,2007,951.19,Perfluorocarbons
Norway,2006,859.08,Perfluorocarbons
Norway,2005,955.32,Perfluorocarbons
Norway,2004,1016.75,Perfluorocarbons
Norway,2003,1051.11,Perfluorocarbons
Norway,2002,1658.79,Perfluorocarbons
Norway,2001,1531.26,Perfluorocarbons
Norway,2000,1518.45,Perfluorocarbons
Norway,1999,1599.97,Perfluorocarbons
Norway,1998,1711.98,Perfluorocarbons
Norway,1997,1882.7,Perfluorocarbons
Norway,1996,2107.62,Perfluorocarbons
Norway,1995,2314.05,Perfluorocarbons
Norway,1994,2342.53,Perfluorocarbons
Norway,1993,2648.27,Perfluorocarbons
Norway,1992,2637.22,Perfluorocarbons
Norway,1991,3456.7,Perfluorocarbons
Norway,1990,3894.8,Perfluorocarbons
Poland,2014,13.9,Perfluorocarbons
Poland,2013,14.64,Perfluorocarbons
Poland,2012,15.41,Perfluorocarbons
Poland,2011,16.22,Perfluorocarbons
Poland,2010,17.07,Perfluorocarbons
Poland,2009,17.97,Perfluorocarbons
Poland,2008,163.12,Perfluorocarbons
Poland,2007,184.63,Perfluorocarbons
Poland,2006,193.58,Perfluorocarbons
Poland,2005,187.41,Perfluorocarbons
Poland,2004,205.07,Perfluorocarbons
Poland,2003,201.08,Perfluorocarbons
Poland,2002,207.33,Perfluorocarbons
Poland,2001,197.34,Perfluorocarbons
Poland,2000,176.68,Perfluorocarbons
Poland,1999,168.71,Perfluorocarbons
Poland,1998,174.86,Perfluorocarbons
Poland,1997,173.36,Perfluorocarbons
Poland,1996,161.07,Perfluorocarbons
Poland,1995,171.97,Perfluorocarbons
Poland,1994,152.78,Perfluorocarbons
Poland,1993,144.86,Perfluorocarbons
Poland,1992,134.63,Perfluorocarbons
Poland,1991,141.31,Perfluorocarbons
Poland,1990,141.87,Perfluorocarbons
Portugal,2014,12.59,Perfluorocarbons
Portugal,2013,11.36,Perfluorocarbons
Portugal,2012,10.18,Perfluorocarbons
Portugal,2011,9.05,Perfluorocarbons
Portugal,2010,7.93,Perfluorocarbons
Portugal,2009,6.61,Perfluorocarbons
Portugal,2008,5.58,Perfluorocarbons
Portugal,2007,4.74,Perfluorocarbons
Portugal,2006,3.99,Perfluorocarbons
Portugal,2005,3.3,Perfluorocarbons
Portugal,2004,2.8,Perfluorocarbons
Portugal,2003,2.34,Perfluorocarbons
Portugal,2002,1.91,Perfluorocarbons
Portugal,2001,1.51,Perfluorocarbons
Portugal,2000,1.13,Perfluorocarbons
Portugal,1999,0.77,Perfluorocarbons
Portugal,1998,0.43,Perfluorocarbons
Portugal,1997,0.09,Perfluorocarbons
Romania,2014,6.34,Perfluorocarbons
Romania,2013,6.15,Perfluorocarbons
Romania,2012,7.43,Perfluorocarbons
Romania,2011,12.72,Perfluorocarbons
Romania,2010,9.13,Perfluorocarbons
Romania,2009,8.16,Perfluorocarbons
Romania,2008,17.87,Perfluorocarbons
Romania,2007,28.18,Perfluorocarbons
Romania,2006,64.06,Perfluorocarbons
Romania,2005,95.28,Perfluorocarbons
Romania,2004,153.86,Perfluorocarbons
Romania,2003,304.54,Perfluorocarbons
Romania,2002,832.99,Perfluorocarbons
Romania,2001,1211.66,Perfluorocarbons
Romania,2000,1499.32,Perfluorocarbons
Romania,1999,1860.49,Perfluorocarbons
Romania,1998,2034.53,Perfluorocarbons
Romania,1997,2072.87,Perfluorocarbons
Romania,1996,2052.55,Perfluorocarbons
Romania,1995,2057.96,Perfluorocarbons
Romania,1994,1730.09,Perfluorocarbons
Romania,1993,1635.47,Perfluorocarbons
Romania,1992,1568.98,Perfluorocarbons
Romania,1991,2253.56,Perfluorocarbons
Romania,1990,2455.17,Perfluorocarbons
Russian Federation,2014,3097.9,Perfluorocarbons
Russian Federation,2013,3419.5,Perfluorocarbons
Russian Federation,2012,3327.86,Perfluorocarbons
Russian Federation,2011,3317.94,Perfluorocarbons
Russian Federation,2010,3633.21,Perfluorocarbons
Russian Federation,2009,3377.83,Perfluorocarbons
Russian Federation,2008,4907.41,Perfluorocarbons
Russian Federation,2007,5017.83,Perfluorocarbons
Russian Federation,2006,5552.35,Perfluorocarbons
Russian Federation,2005,6345.05,Perfluorocarbons
Russian Federation,2004,6651.69,Perfluorocarbons
Russian Federation,2003,6731.21,Perfluorocarbons
Russian Federation,2002,7313.25,Perfluorocarbons
Russian Federation,2001,9045.44,Perfluorocarbons
Russian Federation,2000,9894.72,Perfluorocarbons
Russian Federation,1999,9617.09,Perfluorocarbons
Russian Federation,1998,9883.49,Perfluorocarbons
Russian Federation,1997,10243.98,Perfluorocarbons
Russian Federation,1996,11842.6,Perfluorocarbons
Russian Federation,1995,13456.59,Perfluorocarbons
Russian Federation,1994,13936.47,Perfluorocarbons
Russian Federation,1993,14334.65,Perfluorocarbons
Russian Federation,1992,14706.1,Perfluorocarbons
Russian Federation,1991,16204.11,Perfluorocarbons
Russian Federation,1990,15122.41,Perfluorocarbons
Slovakia,2014,11.15,Perfluorocarbons
Slovakia,2013,9.81,Perfluorocarbons
Slovakia,2012,25.66,Perfluorocarbons
Slovakia,2011,20.11,Perfluorocarbons
Slovakia,2010,25.01,Perfluorocarbons
Slovakia,2009,21.0,Perfluorocarbons
Slovakia,2008,42.76,Perfluorocarbons
Slovakia,2007,29.42,Perfluorocarbons
Slovakia,2006,42.47,Perfluorocarbons
Slovakia,2005,24.16,Perfluorocarbons
Slovakia,2004,23.63,Perfluorocarbons
Slovakia,2003,26.45,Perfluorocarbons
Slovakia,2002,17.18,Perfluorocarbons
Slovakia,2001,16.02,Perfluorocarbons
Slovakia,2000,14.91,Perfluorocarbons
Slovakia,1999,16.27,Perfluorocarbons
Slovakia,1998,29.1,Perfluorocarbons
Slovakia,1997,40.16,Perfluorocarbons
Slovakia,1996,40.72,Perfluorocarbons
Slovakia,1995,132.65,Perfluorocarbons
Slovakia,1994,153.23,Perfluorocarbons
Slovakia,1993,180.32,Perfluorocarbons
Slovakia,1992,288.24,Perfluorocarbons
Slovakia,1991,309.73,Perfluorocarbons
Slovakia,1990,314.86,Perfluorocarbons
Slovenia,2014,15.22,Perfluorocarbons
Slovenia,2013,15.31,Perfluorocarbons
Slovenia,2012,18.11,Perfluorocarbons
Slovenia,2011,20.16,Perfluorocarbons
Slovenia,2010,9.64,Perfluorocarbons
Slovenia,2009,5.24,Perfluorocarbons
Slovenia,2008,14.74,Perfluorocarbons
Slovenia,2007,99.68,Perfluorocarbons
Slovenia,2006,134.26,Perfluorocarbons
Slovenia,2005,142.13,Perfluorocarbons
Slovenia,2004,140.69,Perfluorocarbons
Slovenia,2003,139.44,Perfluorocarbons
Slovenia,2002,135.07,Perfluorocarbons
Slovenia,2001,129.26,Perfluorocarbons
Slovenia,2000,129.75,Perfluorocarbons
Slovenia,1999,128.29,Perfluorocarbons
Slovenia,1998,128.08,Perfluorocarbons
Slovenia,1997,128.19,Perfluorocarbons
Slovenia,1996,127.67,Perfluorocarbons
Slovenia,1995,128.14,Perfluorocarbons
Slovenia,1994,128.18,Perfluorocarbons
Slovenia,1993,128.25,Perfluorocarbons
Slovenia,1992,128.18,Perfluorocarbons
Slovenia,1991,129.4,Perfluorocarbons
Slovenia,1990,207.59,Perfluorocarbons
Spain,2014,66.11,Perfluorocarbons
Spain,2013,70.75,Perfluorocarbons
Spain,2012,57.91,Perfluorocarbons
Spain,2011,93.33,Perfluorocarbons
Spain,2010,108.26,Perfluorocarbons
Spain,2009,123.12,Perfluorocarbons
Spain,2008,182.19,Perfluorocarbons
Spain,2007,188.29,Perfluorocarbons
Spain,2006,198.65,Perfluorocarbons
Spain,2005,212.89,Perfluorocarbons
Spain,2004,261.64,Perfluorocarbons
Spain,2003,270.26,Perfluorocarbons
Spain,2002,282.23,Perfluorocarbons
Spain,2001,274.56,Perfluorocarbons
Spain,2000,496.12,Perfluorocarbons
Spain,1999,856.92,Perfluorocarbons
Spain,1998,943.53,Perfluorocarbons
Spain,1997,1025.74,Perfluorocarbons
Spain,1996,1002.13,Perfluorocarbons
Spain,1995,1055.37,Perfluorocarbons
Spain,1994,1038.45,Perfluorocarbons
Spain,1993,1065.88,Perfluorocarbons
Spain,1992,1026.32,Perfluorocarbons
Spain,1991,1087.13,Perfluorocarbons
Spain,1990,1164.38,Perfluorocarbons
Sweden,2014,81.7,Perfluorocarbons
Sweden,2013,51.0,Perfluorocarbons
Sweden,2012,78.28,Perfluorocarbons
Sweden,2011,212.95,Perfluorocarbons
Sweden,2010,184.82,Perfluorocarbons
Sweden,2009,46.23,Perfluorocarbons
Sweden,2008,269.0,Perfluorocarbons
Sweden,2007,294.24,Perfluorocarbons
Sweden,2006,286.76,Perfluorocarbons
Sweden,2005,295.47,Perfluorocarbons
Sweden,2004,292.3,Perfluorocarbons
Sweden,2003,297.78,Perfluorocarbons
Sweden,2002,301.11,Perfluorocarbons
Sweden,2001,271.45,Perfluorocarbons
Sweden,2000,277.06,Perfluorocarbons
Sweden,1999,335.77,Perfluorocarbons
Sweden,1998,313.83,Perfluorocarbons
Sweden,1997,322.87,Perfluorocarbons
Sweden,1996,349.41,Perfluorocarbons
Sweden,1995,395.55,Perfluorocarbons
Sweden,1994,358.45,Perfluorocarbons
Sweden,1993,334.54,Perfluorocarbons
Sweden,1992,290.18,Perfluorocarbons
Sweden,1991,437.69,Perfluorocarbons
Sweden,1990,433.72,Perfluorocarbons
Switzerland,2014,43.88,Perfluorocarbons
Switzerland,2013,51.96,Perfluorocarbons
Switzerland,2012,71.33,Perfluorocarbons
Switzerland,2011,67.78,Perfluorocarbons
Switzerland,2010,64.57,Perfluorocarbons
Switzerland,2009,62.99,Perfluorocarbons
Switzerland,2008,57.91,Perfluorocarbons
Switzerland,2007,49.11,Perfluorocarbons
Switzerland,2006,51.53,Perfluorocarbons
Switzerland,2005,44.19,Perfluorocarbons
Switzerland,2004,65.31,Perfluorocarbons
Switzerland,2003,61.67,Perfluorocarbons
Switzerland,2002,32.87,Perfluorocarbons
Switzerland,2001,27.82,Perfluorocarbons
Switzerland,2000,49.9,Perfluorocarbons
Switzerland,1999,25.58,Perfluorocarbons
Switzerland,1998,23.83,Perfluorocarbons
Switzerland,1997,21.03,Perfluorocarbons
Switzerland,1996,20.42,Perfluorocarbons
Switzerland,1995,17.49,Perfluorocarbons
Switzerland,1994,20.87,Perfluorocarbons
Switzerland,1993,34.7,Perfluorocarbons
Switzerland,1992,80.61,Perfluorocarbons
Switzerland,1991,98.51,Perfluorocarbons
Switzerland,1990,116.52,Perfluorocarbons
Turkey,2006,450.06,Perfluorocarbons
Turkey,2005,559.97,Perfluorocarbons
Turkey,2004,600.78,Perfluorocarbons
Turkey,2003,595.33,Perfluorocarbons
Turkey,2002,595.92,Perfluorocarbons
Turkey,2001,592.2,Perfluorocarbons
Turkey,2000,591.38,Perfluorocarbons
Turkey,1999,591.07,Perfluorocarbons
Turkey,1998,593.87,Perfluorocarbons
Turkey,1997,593.33,Perfluorocarbons
Turkey,1996,597.28,Perfluorocarbons
Turkey,1995,592.88,Perfluorocarbons
Turkey,1994,693.65,Perfluorocarbons
Turkey,1993,786.58,Perfluorocarbons
Turkey,1992,781.92,Perfluorocarbons
Turkey,1991,854.54,Perfluorocarbons
Turkey,1990,692.77,Perfluorocarbons
Ukraine,2010,26.67,Perfluorocarbons
Ukraine,2009,53.95,Perfluorocarbons
Ukraine,2008,174.24,Perfluorocarbons
Ukraine,2007,154.71,Perfluorocarbons
Ukraine,2006,111.16,Perfluorocarbons
Ukraine,2005,142.33,Perfluorocarbons
Ukraine,2004,93.34,Perfluorocarbons
Ukraine,2003,77.15,Perfluorocarbons
Ukraine,2002,98.66,Perfluorocarbons
Ukraine,2001,112.08,Perfluorocarbons
Ukraine,2000,115.74,Perfluorocarbons
Ukraine,1999,101.81,Perfluorocarbons
Ukraine,1998,120.64,Perfluorocarbons
Ukraine,1997,146.99,Perfluorocarbons
Ukraine,1996,143.24,Perfluorocarbons
Ukraine,1995,178.06,Perfluorocarbons
Ukraine,1994,161.22,Perfluorocarbons
Ukraine,1993,143.57,Perfluorocarbons
Ukraine,1992,142.35,Perfluorocarbons
Ukraine,1991,188.2,Perfluorocarbons
Ukraine,1990,235.82,Perfluorocarbons
United Kingdom,2014,278.31,Perfluorocarbons
United Kingdom,2013,318.74,Perfluorocarbons
United Kingdom,2012,255.06,Perfluorocarbons
United Kingdom,2011,416.94,Perfluorocarbons
United Kingdom,2010,287.71,Perfluorocarbons
United Kingdom,2009,197.33,Perfluorocarbons
United Kingdom,2008,266.25,Perfluorocarbons
United Kingdom,2007,287.84,Perfluorocarbons
United Kingdom,2006,387.67,Perfluorocarbons
United Kingdom,2005,385.15,Perfluorocarbons
United Kingdom,2004,433.85,Perfluorocarbons
United Kingdom,2003,356.61,Perfluorocarbons
United Kingdom,2002,408.23,Perfluorocarbons
United Kingdom,2001,485.59,Perfluorocarbons
United Kingdom,2000,596.79,Perfluorocarbons
United Kingdom,1999,473.96,Perfluorocarbons
United Kingdom,1998,493.73,Perfluorocarbons
United Kingdom,1997,503.12,Perfluorocarbons
United Kingdom,1996,596.36,Perfluorocarbons
United Kingdom,1995,596.94,Perfluorocarbons
United Kingdom,1994,611.4,Perfluorocarbons
United Kingdom,1993,602.73,Perfluorocarbons
United Kingdom,1992,690.35,Perfluorocarbons
United Kingdom,1991,1385.14,Perfluorocarbons
United Kingdom,1990,1651.53,Perfluorocarbons
United States of America,2014,5582.94,Perfluorocarbons
United States of America,2013,5858.17,Perfluorocarbons
United States of America,2012,6054.95,Perfluorocarbons
United States of America,2011,7026.63,Perfluorocarbons
United States of America,2010,4536.22,Perfluorocarbons
United States of America,2009,3926.58,Perfluorocarbons
United States of America,2008,6126.23,Perfluorocarbons
United States of America,2007,7774.82,Perfluorocarbons
United States of America,2006,6343.26,Perfluorocarbons
United States of America,2005,6677.5,Perfluorocarbons
United States of America,2004,6818.16,Perfluorocarbons
United States of America,2003,8170.36,Perfluorocarbons
United States of America,2002,10244.08,Perfluorocarbons
United States of America,2001,8245.92,Perfluorocarbons
United States of America,2000,15918.78,Perfluorocarbons
United States of America,1999,16910.13,Perfluorocarbons
United States of America,1998,16978.6,Perfluorocarbons
United States of America,1997,18267.24,Perfluorocarbons
United States of America,1996,19867.54,Perfluorocarbons
United States of America,1995,18640.47,Perfluorocarbons
United States of America,1994,17965.0,Perfluorocarbons
United States of America,1993,19484.62,Perfluorocarbons
United States of America,1992,19481.09,Perfluorocarbons
United States of America,1991,20912.46,Perfluorocarbons
United States of America,1990,24255.67,Perfluorocarbons
Australia,2014,129.61,Sulphur Hexafluoride
Australia,2013,128.94,Sulphur Hexafluoride
Australia,2012,127.55,Sulphur Hexafluoride
Australia,2011,125.0,Sulphur Hexafluoride
Australia,2010,121.03,Sulphur Hexafluoride
Australia,2009,119.45,Sulphur Hexafluoride
Australia,2008,151.11,Sulphur Hexafluoride
Australia,2007,162.22,Sulphur Hexafluoride
Australia,2006,172.51,Sulphur Hexafluoride
Australia,2005,182.06,Sulphur Hexafluoride
Australia,2004,207.76,Sulphur Hexafluoride
Australia,2003,206.29,Sulphur Hexafluoride
Australia,2002,202.48,Sulphur Hexafluoride
Australia,2001,196.53,Sulphur Hexafluoride
Australia,2000,190.65,Sulphur Hexafluoride
